time,o,h,l,c,volume,complete
2019-03-20 12:30:00,1.13632,1.13666,1.13549,1.13552,482,True
2019-03-20 13:00:00,1.13555,1.13616,1.13538,1.13594,393,True
2019-03-20 13:30:00,1.13591,1.13618,1.13533,1.136,460,True
2019-03-20 14:00:00,1.13603,1.13614,1.13564,1.13601,332,True
2019-03-20 14:30:00,1.13598,1.13649,1.13572,1.13578,516,True
2019-03-20 15:00:00,1.13581,1.13621,1.13567,1.13571,355,True
2019-03-20 15:30:00,1.1357,1.13588,1.13469,1.13533,641,True
2019-03-20 16:00:00,1.13531,1.13562,1.13487,1.13558,474,True
2019-03-20 16:30:00,1.13559,1.13573,1.13501,1.13506,434,True
2019-03-20 17:00:00,1.13503,1.13542,1.13481,1.13526,272,True
2019-03-20 17:30:00,1.13529,1.13601,1.1348,1.13601,383,True
2019-03-20 18:00:00,1.13611,1.14274,1.13611,1.14273,3945,True
2019-03-20 18:30:00,1.14272,1.14478,1.14224,1.14465,2350,True
2019-03-20 19:00:00,1.14462,1.14489,1.14216,1.14216,1378,True
2019-03-20 19:30:00,1.14213,1.144,1.1418,1.14348,1039,True
2019-03-20 20:00:00,1.14347,1.14347,1.14127,1.14162,293,True
2019-03-20 20:30:00,1.14161,1.14208,1.14108,1.14138,370,True
2019-03-20 21:00:00,1.14138,1.14194,1.14138,1.14168,187,True
2019-03-20 21:30:00,1.14164,1.14266,1.14164,1.14253,269,True
2019-03-20 22:00:00,1.14259,1.1429,1.14237,1.14243,218,True
2019-03-20 22:30:00,1.14245,1.14255,1.14222,1.14222,73,True
2019-03-20 23:00:00,1.14224,1.14287,1.14224,1.14266,106,True
2019-03-20 23:30:00,1.14269,1.14311,1.14269,1.14291,110,True
2019-03-21 00:00:00,1.14293,1.14344,1.14252,1.14291,202,True
2019-03-21 00:30:00,1.1429,1.14353,1.14259,1.14327,337,True
2019-03-21 01:00:00,1.1433,1.1433,1.14274,1.14328,138,True
2019-03-21 01:30:00,1.14326,1.14383,1.14321,1.14324,159,True
2019-03-21 02:00:00,1.14322,1.1435,1.14306,1.14325,151,True
2019-03-21 02:30:00,1.14324,1.14325,1.14271,1.14286,139,True
2019-03-21 03:00:00,1.14284,1.14316,1.14244,1.14277,125,True
2019-03-21 03:30:00,1.14274,1.14274,1.14235,1.14249,100,True
2019-03-21 04:00:00,1.14246,1.14258,1.14222,1.14252,123,True
2019-03-21 04:30:00,1.14249,1.1427,1.14234,1.14267,88,True
2019-03-21 05:00:00,1.14265,1.14276,1.14199,1.14202,104,True
2019-03-21 05:30:00,1.14204,1.14226,1.14195,1.14208,105,True
2019-03-21 06:00:00,1.1421,1.14222,1.14187,1.14204,158,True
2019-03-21 06:30:00,1.14206,1.14258,1.14191,1.14245,206,True
2019-03-21 07:00:00,1.14242,1.14296,1.14225,1.14296,349,True
2019-03-21 07:30:00,1.14299,1.14301,1.14128,1.14141,526,True
2019-03-21 08:00:00,1.14139,1.14144,1.13934,1.13954,887,True
2019-03-21 08:30:00,1.13957,1.13998,1.1394,1.13992,627,True
2019-03-21 09:00:00,1.13995,1.14053,1.13988,1.14023,483,True
2019-03-21 09:30:00,1.14026,1.14077,1.14013,1.14067,335,True
2019-03-21 10:00:00,1.14065,1.14076,1.13987,1.1399,379,True
2019-03-21 10:30:00,1.13987,1.1399,1.1385,1.13891,570,True
2019-03-21 11:00:00,1.13894,1.13959,1.13859,1.13883,518,True
2019-03-21 11:30:00,1.13881,1.13943,1.13848,1.13933,359,True
2019-03-21 12:00:00,1.13934,1.13981,1.13889,1.13979,519,True
2019-03-21 12:30:00,1.13979,1.1398,1.13849,1.1386,749,True
2019-03-21 13:00:00,1.13862,1.13913,1.13794,1.13889,603,True
2019-03-21 13:30:00,1.13887,1.13959,1.13876,1.13927,637,True
2019-03-21 14:00:00,1.13925,1.13925,1.13763,1.13815,781,True
2019-03-21 14:30:00,1.13813,1.13847,1.13652,1.1372,836,True
2019-03-21 15:00:00,1.13718,1.1373,1.13651,1.13691,707,True
2019-03-21 15:30:00,1.13693,1.13699,1.13547,1.13613,1094,True
2019-03-21 16:00:00,1.13611,1.13628,1.13437,1.13464,1044,True
2019-03-21 16:30:00,1.13466,1.13573,1.13465,1.13529,748,True
2019-03-21 17:00:00,1.13527,1.13528,1.13434,1.13488,473,True
2019-03-21 17:30:00,1.13485,1.13539,1.13458,1.13537,437,True
2019-03-21 18:00:00,1.13534,1.13639,1.13473,1.13614,678,True
2019-03-21 18:30:00,1.13612,1.13634,1.13527,1.13537,748,True
2019-03-21 19:00:00,1.13539,1.13606,1.13527,1.13597,452,True
2019-03-21 19:30:00,1.13595,1.13677,1.13593,1.13676,487,True
2019-03-21 20:00:00,1.13674,1.13704,1.13647,1.13702,182,True
2019-03-21 20:30:00,1.13704,1.13781,1.13702,1.13769,338,True
2019-03-21 21:00:00,1.13781,1.13802,1.13771,1.138,73,True
2019-03-21 21:30:00,1.13797,1.13802,1.13745,1.13756,168,True
2019-03-21 22:00:00,1.13756,1.1377,1.13733,1.13754,96,True
2019-03-21 22:30:00,1.13752,1.13784,1.13745,1.13773,47,True
2019-03-21 23:00:00,1.13769,1.13778,1.13743,1.13767,58,True
2019-03-21 23:30:00,1.13765,1.13775,1.13748,1.13749,69,True
2019-03-22 00:00:00,1.13746,1.13751,1.13636,1.13636,275,True
2019-03-22 00:30:00,1.13639,1.13725,1.13625,1.13679,239,True
2019-03-22 01:00:00,1.13681,1.13693,1.13659,1.13681,145,True
2019-03-22 01:30:00,1.1368,1.1377,1.13671,1.13765,166,True
2019-03-22 02:00:00,1.13763,1.13775,1.13737,1.13737,108,True
2019-03-22 02:30:00,1.13735,1.13752,1.13722,1.13747,113,True
2019-03-22 03:00:00,1.13749,1.13773,1.13734,1.1376,115,True
2019-03-22 03:30:00,1.13757,1.1377,1.13753,1.13753,56,True
2019-03-22 04:00:00,1.13757,1.13781,1.13749,1.13751,64,True
2019-03-22 04:30:00,1.13754,1.13783,1.1375,1.13783,77,True
2019-03-22 05:00:00,1.13781,1.13789,1.13762,1.13787,125,True
2019-03-22 05:30:00,1.13785,1.13793,1.13772,1.13778,77,True
2019-03-22 06:00:00,1.13778,1.13815,1.13771,1.13799,175,True
2019-03-22 06:30:00,1.13796,1.13813,1.13781,1.13803,140,True
2019-03-22 07:00:00,1.13801,1.13854,1.13794,1.13847,365,True
2019-03-22 07:30:00,1.13844,1.13913,1.13836,1.13882,352,True
2019-03-22 08:00:00,1.13884,1.13914,1.13664,1.1372,1292,True
2019-03-22 08:30:00,1.13723,1.13723,1.12894,1.13043,3723,True
2019-03-22 09:00:00,1.13039,1.13137,1.12936,1.13032,1719,True
2019-03-22 09:30:00,1.1303,1.13109,1.12965,1.13055,820,True
2019-03-22 10:00:00,1.13059,1.13095,1.12956,1.13086,829,True
2019-03-22 10:30:00,1.13083,1.13203,1.13056,1.131,817,True
2019-03-22 11:00:00,1.13097,1.13124,1.13001,1.13057,797,True
2019-03-22 11:30:00,1.13055,1.13058,1.12946,1.12995,673,True
2019-03-22 12:00:00,1.12992,1.13039,1.1297,1.13014,449,True
2019-03-22 12:30:00,1.13016,1.13114,1.12981,1.13065,732,True
2019-03-22 13:00:00,1.13062,1.1309,1.1296,1.13033,639,True
2019-03-22 13:30:00,1.13036,1.1316,1.13014,1.13059,1015,True
2019-03-22 14:00:00,1.13055,1.13098,1.12862,1.12871,1566,True
2019-03-22 14:30:00,1.12868,1.12891,1.12773,1.12796,1246,True
2019-03-22 15:00:00,1.12798,1.12874,1.12743,1.12823,1107,True
2019-03-22 15:30:00,1.1282,1.12864,1.12751,1.12832,1013,True
2019-03-22 16:00:00,1.12834,1.12964,1.12824,1.12949,914,True
2019-03-22 16:30:00,1.12951,1.12955,1.12841,1.12849,608,True
2019-03-22 17:00:00,1.12848,1.12897,1.12831,1.12889,331,True
2019-03-22 17:30:00,1.12892,1.12981,1.12889,1.12973,365,True
2019-03-22 18:00:00,1.12975,1.12975,1.12843,1.12872,341,True
2019-03-22 18:30:00,1.12875,1.12967,1.12869,1.12946,229,True
2019-03-22 19:00:00,1.12944,1.13022,1.12939,1.13014,253,True
2019-03-22 19:30:00,1.13016,1.13021,1.12972,1.12984,293,True
2019-03-22 20:00:00,1.12981,1.13008,1.12947,1.12979,176,True
2019-03-22 20:30:00,1.12981,1.13058,1.12964,1.13046,201,True
2019-03-24 21:00:00,1.1298,1.13038,1.12953,1.13,158,True
2019-03-24 21:30:00,1.13004,1.13033,1.12931,1.12974,300,True
2019-03-24 22:00:00,1.12974,1.13001,1.12957,1.12976,186,True
2019-03-24 22:30:00,1.12974,1.12994,1.12948,1.12965,87,True
2019-03-24 23:00:00,1.12968,1.12983,1.12959,1.12965,48,True
2019-03-24 23:30:00,1.12963,1.12992,1.12962,1.12965,47,True
2019-03-25 00:00:00,1.12962,1.12974,1.12925,1.12936,144,True
2019-03-25 00:30:00,1.12938,1.12957,1.12902,1.12907,187,True
2019-03-25 01:00:00,1.1291,1.12964,1.1291,1.12963,135,True
2019-03-25 01:30:00,1.12961,1.12961,1.12931,1.12959,119,True
2019-03-25 02:00:00,1.12961,1.13001,1.12961,1.12983,99,True
2019-03-25 02:30:00,1.1298,1.12987,1.12962,1.12969,96,True
2019-03-25 03:00:00,1.12967,1.12991,1.12958,1.1298,108,True
2019-03-25 03:30:00,1.12982,1.13009,1.12978,1.13,103,True
2019-03-25 04:00:00,1.12997,1.13013,1.12988,1.13009,62,True
2019-03-25 04:30:00,1.13012,1.13012,1.1297,1.12988,81,True
2019-03-25 05:00:00,1.1299,1.13044,1.1299,1.13008,141,True
2019-03-25 05:30:00,1.13011,1.13051,1.13011,1.13039,58,True
2019-03-25 06:00:00,1.13039,1.13053,1.13009,1.13046,126,True
2019-03-25 06:30:00,1.13044,1.13044,1.13006,1.1304,170,True
2019-03-25 07:00:00,1.13038,1.13101,1.13035,1.13072,303,True
2019-03-25 07:30:00,1.13072,1.13149,1.13051,1.13098,468,True
2019-03-25 08:00:00,1.13096,1.13096,1.12953,1.13022,605,True
2019-03-25 08:30:00,1.13026,1.13126,1.13003,1.13102,542,True
2019-03-25 09:00:00,1.13106,1.13239,1.1309,1.13172,933,True
2019-03-25 09:30:00,1.1317,1.13225,1.13154,1.13211,471,True
2019-03-25 10:00:00,1.13209,1.13254,1.13174,1.13175,438,True
2019-03-25 10:30:00,1.13178,1.13196,1.13131,1.13134,401,True
2019-03-25 11:00:00,1.13132,1.13148,1.13046,1.13082,387,True
2019-03-25 11:30:00,1.13085,1.13115,1.13068,1.13099,293,True
2019-03-25 12:00:00,1.13096,1.13242,1.13096,1.13216,576,True
2019-03-25 12:30:00,1.13214,1.13248,1.13183,1.13192,494,True
2019-03-25 13:00:00,1.13195,1.13277,1.13161,1.13166,733,True
2019-03-25 13:30:00,1.13168,1.13187,1.13132,1.13173,609,True
2019-03-25 14:00:00,1.13171,1.13203,1.13123,1.13172,905,True
2019-03-25 14:30:00,1.13171,1.13262,1.13163,1.13222,571,True
2019-03-25 15:00:00,1.13219,1.13321,1.1319,1.13315,596,True
2019-03-25 15:30:00,1.13317,1.13317,1.13221,1.13223,655,True
2019-03-25 16:00:00,1.13225,1.13239,1.13132,1.13146,712,True
2019-03-25 16:30:00,1.13144,1.13175,1.13114,1.13123,478,True
2019-03-25 17:00:00,1.1312,1.13163,1.13109,1.13142,315,True
2019-03-25 17:30:00,1.1314,1.13215,1.13113,1.13173,286,True
2019-03-25 18:00:00,1.1317,1.13267,1.13164,1.13231,491,True
2019-03-25 18:30:00,1.13233,1.13236,1.13115,1.13129,436,True
2019-03-25 19:00:00,1.13126,1.13153,1.13116,1.13123,273,True
2019-03-25 19:30:00,1.13121,1.13155,1.13118,1.13155,187,True
2019-03-25 20:00:00,1.13154,1.13154,1.13112,1.13123,47,True
2019-03-25 20:30:00,1.13121,1.13178,1.13108,1.13178,129,True
2019-03-25 21:00:00,1.13121,1.13204,1.13121,1.13196,152,True
2019-03-25 21:30:00,1.13205,1.13214,1.13135,1.13153,199,True
2019-03-25 22:00:00,1.13148,1.13204,1.13141,1.13165,162,True
2019-03-25 22:30:00,1.13169,1.13174,1.1315,1.13155,51,True
2019-03-25 23:00:00,1.13158,1.13179,1.13152,1.13158,94,True
2019-03-25 23:30:00,1.13154,1.13172,1.13151,1.13161,76,True
2019-03-26 00:00:00,1.13158,1.13169,1.13139,1.13153,177,True
2019-03-26 00:30:00,1.1315,1.13197,1.1315,1.13184,123,True
2019-03-26 01:00:00,1.13182,1.13227,1.13179,1.13184,158,True
2019-03-26 01:30:00,1.13181,1.13187,1.13154,1.13172,123,True
2019-03-26 02:00:00,1.1317,1.13172,1.13151,1.13161,110,True
2019-03-26 02:30:00,1.1316,1.13179,1.13149,1.13175,137,True
2019-03-26 03:00:00,1.13173,1.13173,1.13154,1.13166,122,True
2019-03-26 03:30:00,1.13164,1.13184,1.13157,1.13171,69,True
2019-03-26 04:00:00,1.13168,1.13183,1.13144,1.13153,60,True
2019-03-26 04:30:00,1.13155,1.13158,1.13119,1.13119,81,True
2019-03-26 05:00:00,1.13117,1.13127,1.13093,1.13102,129,True
2019-03-26 05:30:00,1.131,1.13115,1.13061,1.1308,118,True
2019-03-26 06:00:00,1.1308,1.13112,1.13074,1.13103,189,True
2019-03-26 06:30:00,1.131,1.13125,1.1308,1.13085,160,True
2019-03-26 07:00:00,1.13083,1.13125,1.13059,1.13122,337,True
2019-03-26 07:30:00,1.13119,1.13174,1.13117,1.13134,423,True
2019-03-26 08:00:00,1.13131,1.13161,1.13039,1.13092,650,True
2019-03-26 08:30:00,1.13089,1.13114,1.13048,1.13074,374,True
2019-03-26 09:00:00,1.13076,1.13158,1.13074,1.13132,407,True
2019-03-26 09:30:00,1.1313,1.13194,1.13095,1.13176,498,True
2019-03-26 10:00:00,1.13173,1.13211,1.13155,1.13201,482,True
2019-03-26 10:30:00,1.13198,1.13266,1.13164,1.13242,423,True
2019-03-26 11:00:00,1.13239,1.13264,1.13157,1.13177,515,True
2019-03-26 11:30:00,1.13174,1.13178,1.13096,1.13113,440,True
2019-03-26 12:00:00,1.13111,1.13124,1.12988,1.12993,549,True
2019-03-26 12:30:00,1.1299,1.1304,1.12855,1.12886,1048,True
2019-03-26 13:00:00,1.12886,1.12973,1.12865,1.12931,575,True
2019-03-26 13:30:00,1.12932,1.12947,1.12807,1.12862,672,True
2019-03-26 14:00:00,1.12864,1.12956,1.12864,1.12942,818,True
2019-03-26 14:30:00,1.1294,1.13007,1.12902,1.12982,659,True
2019-03-26 15:00:00,1.12984,1.12991,1.12911,1.12931,521,True
2019-03-26 15:30:00,1.12933,1.12963,1.12788,1.12798,786,True
2019-03-26 16:00:00,1.12801,1.12888,1.12798,1.12881,661,True
2019-03-26 16:30:00,1.12879,1.12911,1.12871,1.1289,308,True
2019-03-26 17:00:00,1.12892,1.12952,1.12791,1.12831,569,True
2019-03-26 17:30:00,1.12829,1.1285,1.12804,1.1284,266,True
2019-03-26 18:00:00,1.12838,1.12844,1.12777,1.12781,343,True
2019-03-26 18:30:00,1.12784,1.12823,1.12769,1.12781,326,True
2019-03-26 19:00:00,1.12783,1.12815,1.12772,1.1278,254,True
2019-03-26 19:30:00,1.12783,1.12785,1.12663,1.12701,355,True
2019-03-26 20:00:00,1.12704,1.12722,1.12642,1.12662,146,True
2019-03-26 20:30:00,1.12664,1.12689,1.12652,1.12666,165,True
2019-03-26 21:00:00,1.12673,1.12709,1.1265,1.12699,183,True
2019-03-26 21:30:00,1.12695,1.12739,1.12684,1.12717,158,True
2019-03-26 22:00:00,1.12719,1.12781,1.12704,1.12764,165,True
2019-03-26 22:30:00,1.12761,1.12764,1.12744,1.12763,45,True
2019-03-26 23:00:00,1.12765,1.12773,1.12749,1.12768,68,True
2019-03-26 23:30:00,1.12771,1.12773,1.12746,1.12749,69,True
2019-03-27 00:00:00,1.12747,1.12751,1.12697,1.12698,142,True
2019-03-27 00:30:00,1.127,1.127,1.12624,1.12678,270,True
2019-03-27 01:00:00,1.12681,1.12681,1.12597,1.12655,329,True
2019-03-27 01:30:00,1.12659,1.12677,1.12557,1.12564,205,True
2019-03-27 02:00:00,1.12563,1.12583,1.12517,1.12552,250,True
2019-03-27 02:30:00,1.12555,1.12583,1.12519,1.12577,153,True
2019-03-27 03:00:00,1.12579,1.12579,1.12553,1.12556,71,True
2019-03-27 03:30:00,1.12557,1.12565,1.12537,1.12537,66,True
2019-03-27 04:00:00,1.12539,1.1258,1.12536,1.12571,112,True
2019-03-27 04:30:00,1.12574,1.12587,1.12559,1.12583,83,True
2019-03-27 05:00:00,1.12585,1.12605,1.12578,1.12588,89,True
2019-03-27 05:30:00,1.1259,1.1259,1.12546,1.12579,98,True
2019-03-27 06:00:00,1.12579,1.1261,1.12573,1.12602,152,True
2019-03-27 06:30:00,1.12605,1.12675,1.1259,1.12669,224,True
2019-03-27 07:00:00,1.12667,1.12669,1.12533,1.12567,458,True
2019-03-27 07:30:00,1.12565,1.1259,1.12476,1.12528,725,True
2019-03-27 08:00:00,1.1253,1.12746,1.12508,1.12618,1008,True
2019-03-27 08:30:00,1.12621,1.12789,1.12614,1.12764,612,True
2019-03-27 09:00:00,1.12767,1.12778,1.12707,1.12773,346,True
2019-03-27 09:30:00,1.12771,1.1286,1.12748,1.12809,525,True
2019-03-27 10:00:00,1.12806,1.12833,1.12754,1.12825,605,True
2019-03-27 10:30:00,1.12826,1.12862,1.12775,1.12784,514,True
2019-03-27 11:00:00,1.12782,1.12804,1.12689,1.12802,523,True
2019-03-27 11:30:00,1.128,1.12851,1.12765,1.12811,420,True
2019-03-27 12:00:00,1.12813,1.12835,1.12709,1.1274,802,True
2019-03-27 12:30:00,1.12736,1.12776,1.12668,1.12719,1177,True
2019-03-27 13:00:00,1.12717,1.12727,1.12558,1.12607,948,True
2019-03-27 13:30:00,1.1261,1.12629,1.12489,1.12592,960,True
2019-03-27 14:00:00,1.1259,1.12611,1.12502,1.12539,934,True
2019-03-27 14:30:00,1.12536,1.12552,1.12448,1.12528,1012,True
2019-03-27 15:00:00,1.12525,1.12574,1.12429,1.1256,954,True
2019-03-27 15:30:00,1.12562,1.12571,1.12458,1.12516,1075,True
2019-03-27 16:00:00,1.12513,1.12561,1.12447,1.12528,989,True
2019-03-27 16:30:00,1.12531,1.12663,1.12506,1.12635,652,True
2019-03-27 17:00:00,1.12638,1.12682,1.12583,1.12584,787,True
2019-03-27 17:30:00,1.12581,1.12587,1.1252,1.12547,398,True
2019-03-27 18:00:00,1.12549,1.12607,1.12531,1.12592,430,True
2019-03-27 18:30:00,1.12589,1.12659,1.12569,1.12648,458,True
2019-03-27 19:00:00,1.1265,1.1265,1.12505,1.12533,407,True
2019-03-27 19:30:00,1.1253,1.12535,1.12482,1.12519,272,True
2019-03-27 20:00:00,1.12516,1.12525,1.12445,1.12456,84,True
2019-03-27 20:30:00,1.12459,1.12472,1.12446,1.12453,207,True
2019-03-27 21:00:00,1.12467,1.1252,1.12464,1.12519,88,True
2019-03-27 21:30:00,1.12516,1.12575,1.12514,1.12534,110,True
2019-03-27 22:00:00,1.1253,1.12532,1.12504,1.12522,108,True
2019-03-27 22:30:00,1.12521,1.12538,1.12502,1.12502,97,True
2019-03-27 23:00:00,1.12505,1.12509,1.12487,1.12497,100,True
2019-03-27 23:30:00,1.125,1.12532,1.12491,1.12529,74,True
2019-03-28 00:00:00,1.12528,1.12548,1.1248,1.12524,279,True
2019-03-28 00:30:00,1.12526,1.12526,1.12484,1.1249,130,True
2019-03-28 01:00:00,1.12493,1.12534,1.12476,1.12522,179,True
2019-03-28 01:30:00,1.1252,1.12542,1.12442,1.12468,181,True
2019-03-28 02:00:00,1.12466,1.12548,1.12466,1.12548,155,True
2019-03-28 02:30:00,1.12546,1.1256,1.12517,1.1256,117,True
2019-03-28 03:00:00,1.12557,1.12583,1.12534,1.12552,131,True
2019-03-28 03:30:00,1.12555,1.12561,1.12538,1.12556,68,True
2019-03-28 04:00:00,1.12553,1.12559,1.1253,1.12552,83,True
2019-03-28 04:30:00,1.12549,1.12555,1.12529,1.12555,74,True
2019-03-28 05:00:00,1.12554,1.12566,1.12542,1.1256,78,True
2019-03-28 05:30:00,1.12557,1.12588,1.1255,1.12574,147,True
2019-03-28 06:00:00,1.12574,1.12599,1.12559,1.12591,162,True
2019-03-28 06:30:00,1.12588,1.12619,1.12566,1.12569,168,True
2019-03-28 07:00:00,1.12571,1.12613,1.12558,1.12577,454,True
2019-03-28 07:30:00,1.12574,1.12586,1.1238,1.12389,836,True
2019-03-28 08:00:00,1.12393,1.12433,1.12349,1.12403,976,True
2019-03-28 08:30:00,1.124,1.12555,1.12396,1.12531,833,True
2019-03-28 09:00:00,1.12534,1.12595,1.12514,1.12558,617,True
2019-03-28 09:30:00,1.12556,1.12568,1.12508,1.12557,507,True
2019-03-28 10:00:00,1.12559,1.12589,1.12509,1.1256,428,True
2019-03-28 10:30:00,1.12563,1.12567,1.12476,1.12526,462,True
2019-03-28 11:00:00,1.12524,1.12526,1.12312,1.1232,744,True
2019-03-28 11:30:00,1.12317,1.12317,1.12252,1.12263,549,True
2019-03-28 12:00:00,1.12265,1.12338,1.12249,1.12338,583,True
2019-03-28 12:30:00,1.12334,1.12347,1.12215,1.12221,871,True
2019-03-28 13:00:00,1.12223,1.12314,1.1218,1.12257,1142,True
2019-03-28 13:30:00,1.12255,1.12292,1.12143,1.12181,1072,True
2019-03-28 14:00:00,1.12183,1.12374,1.12183,1.12359,1137,True
2019-03-28 14:30:00,1.12362,1.12375,1.12268,1.12348,820,True
2019-03-28 15:00:00,1.12347,1.12391,1.12273,1.12328,836,True
2019-03-28 15:30:00,1.1233,1.12379,1.12224,1.12364,1119,True
2019-03-28 16:00:00,1.12362,1.12366,1.12189,1.12245,878,True
2019-03-28 16:30:00,1.12243,1.12301,1.12161,1.12281,548,True
2019-03-28 17:00:00,1.12279,1.1236,1.12254,1.12322,608,True
2019-03-28 17:30:00,1.12325,1.12372,1.12282,1.1236,390,True
2019-03-28 18:00:00,1.12363,1.12385,1.12285,1.12321,371,True
2019-03-28 18:30:00,1.12324,1.12324,1.1226,1.12275,215,True
2019-03-28 19:00:00,1.12273,1.12293,1.12215,1.12215,312,True
2019-03-28 19:30:00,1.12218,1.12261,1.1221,1.12239,160,True
2019-03-28 20:00:00,1.12242,1.12265,1.12223,1.1225,63,True
2019-03-28 20:30:00,1.12248,1.12282,1.12239,1.12252,147,True
2019-03-28 21:00:00,1.12258,1.12341,1.12249,1.12295,134,True
2019-03-28 21:30:00,1.1229,1.12303,1.12248,1.12281,74,True
2019-03-28 22:00:00,1.12286,1.12298,1.12279,1.12292,95,True
2019-03-28 22:30:00,1.1229,1.12309,1.12284,1.12294,46,True
2019-03-28 23:00:00,1.12295,1.12304,1.12272,1.12288,52,True
2019-03-28 23:30:00,1.12291,1.12308,1.12291,1.12308,23,True
2019-03-29 00:00:00,1.12309,1.12353,1.12269,1.1235,133,True
2019-03-29 00:30:00,1.12347,1.12357,1.12259,1.1233,344,True
2019-03-29 01:00:00,1.12328,1.12339,1.12306,1.12325,152,True
2019-03-29 01:30:00,1.12323,1.12334,1.12273,1.12283,159,True
2019-03-29 02:00:00,1.1228,1.12304,1.12246,1.12299,136,True
2019-03-29 02:30:00,1.12302,1.12313,1.12289,1.12312,124,True
2019-03-29 03:00:00,1.1231,1.1231,1.12267,1.12267,101,True
2019-03-29 03:30:00,1.12269,1.12293,1.12269,1.12293,50,True
2019-03-29 04:00:00,1.12291,1.12293,1.12265,1.12286,69,True
2019-03-29 04:30:00,1.12283,1.12312,1.12243,1.1231,165,True
2019-03-29 05:00:00,1.12307,1.12348,1.12296,1.12345,120,True
2019-03-29 05:30:00,1.12343,1.12366,1.12324,1.12345,130,True
2019-03-29 06:00:00,1.12345,1.12345,1.12306,1.12324,160,True
2019-03-29 06:30:00,1.12325,1.12366,1.123,1.12355,251,True
2019-03-29 07:00:00,1.12352,1.12396,1.12329,1.12369,429,True
2019-03-29 07:30:00,1.12371,1.12378,1.12294,1.12309,532,True
2019-03-29 08:00:00,1.12312,1.12369,1.12231,1.12245,780,True
2019-03-29 08:30:00,1.12248,1.12327,1.12237,1.12308,556,True
2019-03-29 09:00:00,1.1231,1.12325,1.12236,1.12277,539,True
2019-03-29 09:30:00,1.12275,1.12276,1.1212,1.1212,619,True
2019-03-29 10:00:00,1.12118,1.12168,1.12106,1.12156,547,True
2019-03-29 10:30:00,1.12159,1.12272,1.12127,1.12237,658,True
2019-03-29 11:00:00,1.1224,1.12362,1.12237,1.12325,847,True
2019-03-29 11:30:00,1.12323,1.12372,1.12286,1.12307,436,True
2019-03-29 12:00:00,1.12309,1.12358,1.12281,1.1234,514,True
2019-03-29 12:30:00,1.12343,1.12473,1.12315,1.12324,1124,True
2019-03-29 13:00:00,1.12327,1.12408,1.12299,1.12326,736,True
2019-03-29 13:30:00,1.12328,1.12371,1.12314,1.1236,646,True
2019-03-29 14:00:00,1.1236,1.12423,1.12275,1.12396,924,True
2019-03-29 14:30:00,1.12399,1.12421,1.12216,1.12284,1426,True
2019-03-29 15:00:00,1.12281,1.12332,1.12214,1.12256,1023,True
2019-03-29 15:30:00,1.12257,1.12374,1.12241,1.12278,1307,True
2019-03-29 16:00:00,1.12275,1.12315,1.12229,1.12244,982,True
2019-03-29 16:30:00,1.12246,1.12282,1.12218,1.12259,429,True
2019-03-29 17:00:00,1.12258,1.12259,1.1218,1.12204,337,True
2019-03-29 17:30:00,1.12201,1.12254,1.12155,1.12219,379,True
2019-03-29 18:00:00,1.12221,1.12278,1.122,1.12209,358,True
2019-03-29 18:30:00,1.12211,1.12229,1.12147,1.12157,427,True
2019-03-29 19:00:00,1.12154,1.12218,1.12142,1.12175,354,True
2019-03-29 19:30:00,1.12178,1.12213,1.12173,1.1218,215,True
2019-03-29 20:00:00,1.12183,1.1219,1.12163,1.12185,101,True
2019-03-29 20:30:00,1.12188,1.12204,1.12162,1.12194,199,True
